Year,Make,Model,Engine,Oil Type,Oil Capacity
2023,Acura,Integra,Turbo 1.5,0W-20,3.7 qts. with filter
2023,Acura,MDX,3.5,0W-20,5.6 qts. with filter
2023,Acura,MDX,Turbo 3.0,0W-20,5.5 qts. with filter
2023,Acura,RDX,Turbo 2.0,0W-20,5.1 qts. with filter
2023,Acura,TLX,2.0,0W-20,5.1 qts. with filter
2023,Acura,TLX,Turbo 3.0,0W-20,5.5 qts. with filter
2023,Alfa Romeo,Giulia,Turbo 2.0,0W-30,5.5 qts. with filter
2023,Alfa Romeo,Giulia,Turbo 2.9,European Car Formula 5W-40 Synthetic,7.4 qts. with filter
2023,Alfa Romeo,Stelvio,Turbo 2.0,0W-30,5.5 qts. with filter
2023,Alfa Romeo,Stelvio,Turbo 2.9,European Car Formula 5W-40 Synthetic,7.4 qts. with filter
2023,Audi,A3,Turbo 2.0,0W-20,6 qts. with filter
2023,Audi,A3 Quattro,Turbo 2.0,0W-20,6 qts. with filter
2023,Audi,A4 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,A5 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,A5 Sportback,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,A6 Allroad,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,A6 Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,A6 Quattro,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,A7 Quattro,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,A7 Sportback,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,A7 Sportback,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,A8 Quattro,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,Allroad Quattro,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,Q3,Turbo 2.0,0W-20,6 qts. with filter
2023,Audi,Q5,Turbo 2.0,0W-20 or 5W-40,5.5 qts. with filter
2023,Audi,Q5 PHEV,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,Q5 Sportback,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,Q7,Turbo 2.0,0W-20,5.5 qts. with filter
2023,Audi,Q7,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,Q8,Turbo 3.0,0W-20,8 qts. with filter
2023,Audi,R8,5.2,0W-30,8.8 qts. with filter
2023,Audi,RS Q8,Turbo 4.0,0W-40,10 qts. with filter
2023,Audi,RS3,Turbo 2.5,0W-30,7.5 qts. with filter
2023,Audi,RS5,Turbo 2.9,0W-30,8 qts. with filter
2023,Audi,RS5 Sportback,Turbo 2.9,0W-30,8 qts. with filter
2023,Audi,RS6 Avant,Turbo 4.0,0W-40,10 qts. with filter
2023,Audi,RS7 Sportback,Turbo 4.0,0W-40,10 qts. with filter
2023,Audi,S3,Turbo 2.0,0W-30,6 qts. with filter
2023,Audi,S4,Turbo 3.0,0W-20,7.7 qts. with filter
2023,Audi,S5,Turbo 3.0,0W-20,7.7 qts. with filter
2023,Audi,S5 Sportback,Turbo 3.0,0W-20,7.7 qts. with filter
2023,Audi,S6,Turbo 2.9,0W-30,8 qts. with filter
2023,Audi,S7 Sportback,Turbo 2.9,0W-30,8 qts. with filter
2023,Audi,S8,Turbo 4.0,0W-30,10 qts. with filter
2023,Audi,SQ5,Turbo 3.0,0W-20,7.7 qts. with filter
2023,Audi,SQ5 Sportback,Turbo 3.0,0W-20,7.7 qts. with filter
2023,Audi,SQ7,Turbo 4.0,0W-40,10 qts. with filter
2023,Audi,SQ8,Turbo 4.0,0W-40,10 qts. with filter
2023,Audi,TT Quattro,Turbo 2.0,0W-20,6 qts. with filter
2023,Audi,TTS Quattro,Turbo 2.0,0W-30,6 qts. with filter
2023,BMW,228I Gran Coupe,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,228I XDrive Gran Coupe,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,230I,Turbo 2.0,0W-20,6.1 qts. with filter
2023,BMW,230I XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,330E,Turbo 2.0,0W-20,6.1 qts. with filter
2023,BMW,330E XDrive,Turbo 2.0,0W-20,6.1 qts. with filter
2023,BMW,330i,Turbo 2.0,0W-20,6.1 qts. with filter
2023,BMW,330xi,Turbo 2.0,0W-20,6.1 qts. with filter
2023,BMW,430I,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,430I XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,530E,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,530E XDrive,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,530i,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,530xi,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,540I XDrive,Turbo 3.0,0W-20,6.9 qts. with filter
2023,BMW,540i,Turbo 3.0,0W-20,6.9 qts. with filter
2023,BMW,740i,Turbo 3.0,0W-12,7.2 qts. with filter
2023,BMW,760I XDrive,Turbo 4.4,0W-30,11.4 qts. with filter
2023,BMW,840I,Turbo 3.0,0W-12,6.9 qts. with filter
2023,BMW,840I Gran Coupe,Turbo 3.0,0W-12,6.9 qts. with filter
2023,BMW,840I XDrive,Turbo 3.0,0W-12,6.9 qts. with filter
2023,BMW,840I XDrive Gran Coupe,Turbo 3.0,0W-12,6.9 qts. with filter
2023,BMW,Alpina XB7,Turbo 4.4,0W-30,11.1 qts. with filter
2023,BMW,M2,Turbo 3.0,0W-30,7.4 qts. with filter
2023,BMW,M235I XDrive Gran Coupe,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,M240I XDrive,Turbo 3.0,0W-12,7.6 qts. with filter
2023,BMW,M3,Tubo 3.0,0W-30,7.4 qts. with filter
2023,BMW,M340I,Turbo 3.0,0W-12,6.9 qts. with filter
2023,BMW,M340l XDrive,Turbo 3.0,0W-20,7.6 qts. with filter
2023,BMW,M4,Turbo 3.0,0W-30,6.9 qts. with filter
2023,BMW,M440I,Turbo 3.0,0W-12,7.6 qts. with filter
2023,BMW,M440I Gran Coupe,Turbo 3.0,0W-20,6.9 qts. with filter
2023,BMW,M440I XDrive,Turbo 3.0,0W-12,7.6 qts. with filter
2023,BMW,M440I XDrive Gran Coupe,Turbo 3.0,0W-12,7.6 qts. with filter
2023,BMW,M5,Turbo 4.4,0W-30,10.6 qts. with filter
2023,BMW,M550I XDrive,Turbo 4.4,0W-30,11.1 qts. with filter
2023,BMW,M8,Turbo 4.4,0W-30,10.6 qts. with filter
2023,BMW,M8 Gran Coupe,Turbo 4.4,0W-30,10.6 qts. with filter
2023,BMW,M850I XDrive,Turbo 4.4,0W-30,11.1 qts. with filter
2023,BMW,M850l XDrive Gran Coupe,Turbo 4.4,0W-30,11.1 qts. with filter
2023,BMW,X1,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,X2,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,X3,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,X3,Turbo 3.0 Engine Code(B58B3001),0W-12,7.6 qts. with filter
2023,BMW,X3,Turbo 3.0 Engine Code(S58B30T0),0W-30,7.4 qts. with filter
2023,BMW,X4,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,X4,Turbo 3.0 Engine Code(B58B3001),0W-20,Rear Wheel Drive 6.9 qts. or All Wheel Drive 7.6 qts. with filter
2023,BMW,X4,Turbo 3.0 Engine Code(S58B30T0),0W-30,7.4 qts. with filter
2023,BMW,X5,Turbo 3.0 Engine Code(B58B30M0),0W-20,6.9 qts. with filter
2023,BMW,X5,Turbo 3.0 Engine Code(B58B30M1),0W-12,6.9 qts. with filter
2023,BMW,X5,Turbo 4.4 Engine Code (N63B44T3),0W-30,11.1 qts. with filter
2023,BMW,X5,Turbo 4.4 Engine Code (S63B44T4),0W-30,10.6 qts. with filter
2023,BMW,X6,Turbo 3.0,0W-20,6.9 qts. with filter
2023,BMW,X6,Turbo 4.4 Engine Code (N63B44T3),0W-30,11.1 qts. with filter
2023,BMW,X6,Turbo 4.4 Engine Code (S63B44T4),0W-30,10.6 qts. with filter
2023,BMW,X7,Turbo 3.0,0W-20,6.9 qts. with filter
2023,BMW,X7,Turbo 4.4,0W-30,11.1 qts. with filter
2023,BMW,Z4,Turbo 2.0,0W-20,5.6 qts. with filter
2023,BMW,Z4,Turbo 3.0,0W-12,6.9 qts. with filter
2023,Buick,Enclave,3.6,5W-30,6 qts. with filter
2023,Buick,Encore GX,Turbo 1.2,5W-30,4.2 qts. with filter
2023,Buick,Encore GX,Turbo 1.3,0W-20,4.8 qts. with filter
2023,Buick,Envision,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Cadillac,CT4,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Cadillac,CT4,Turbo 2.7,5W-30,6 qts. with filter
2023,Cadillac,CT4,Turbo 3.6,5W-30,7 qts. with filter
2023,Cadillac,CT5,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Cadillac,CT5,Turbo 3.0,5W-30,All Wheel Drive 6.6 or Rear Wheel Drive 6 qts. with filter
2023,Cadillac,CT5,Turbo 6.2,0W-40,9 qts. with filter
2023,Cadillac,CT6,3.6,5W-30,6 qts. with filter
2023,Cadillac,CT6,Turbo 4.2,0W-40,9 qts. with filter
2023,Cadillac,Escalade,6.2,0W-20,8 qts. with filter
2023,Cadillac,Escalade,Diesel 3.0,0W-20,7 qts. with filter
2023,Cadillac,XT4,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Cadillac,XT5,3.6,5W-30,6 qts. with filter
2023,Cadillac,XT5,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Cadillac,XT6,3.6,5W-30,6 qts. with filter
2023,Cadillac,XT6,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Chevrolet,Camaro,3.6,5W-30,With Oil Cooler 6 qts. Without Oil Cooler 5.5 qts. with filter
2023,Chevrolet,Camaro,6.2,0W-40,10 qts. with filter
2023,Chevrolet,Camaro,Turbo 2.0,5W-30,With Oil Cooler 5.5 qts. Without Oil Cooler 5 qts. with filter
2023,Chevrolet,Corvette,5.5,0W-40,8 qts. with filter
2023,Chevrolet,Corvette,6.2,0W-40,7.5 qts. with filter
2023,Chevrolet,Malibu,Turbo 1.5,0W-20,4.2 qts. with filter
2023,Chevrolet Trucks,Blazer,3.6,5W-30,6 qts. with filter
2023,Chevrolet Trucks,Blazer,Turbo 2.0,0W-20,5.3 qts. with filter
2023,Chevrolet Trucks,Colorado,Turbo 2.7,5W-30,6 qts. with filter
2023,Chevrolet Trucks,Equinox,Turbo 1.5,0W-20,All Wheel Drive 5.3 qts. Front Wheel Drive 4.2 qts. with filter
2023,Chevrolet Trucks,Express 2500,4.3,5W-30,6 qts. with filter
2023,Chevrolet Trucks,Express 2500,6.6,5W-30,8 qts. with filter
2023,Chevrolet Trucks,Express 3500,4.3,5W-30,6 qts. with filter
2023,Chevrolet Trucks,Express 3500,6.6,5W-30,8 qts. with filter
2023,Chevrolet Trucks,Express 4500,6.6,5W-30,8 qts. with filter
2023,Chevrolet Trucks,Silverado 1500,5.3,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Silverado 1500,6.2,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Silverado 1500,Diesel 3.0,0W-20,7 qts. with filter
2023,Chevrolet Trucks,Silverado 1500,Turbo 2.7,5W-30,6 qts. with filter
2023,Chevrolet Trucks,Silverado 2500,6.6,5W-30 Dexos,8 qts. with filter
2023,Chevrolet Trucks,Silverado 2500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2023,Chevrolet Trucks,Silverado 3500,6.6,5W-30 Dexos,8 qts. with filter
2023,Chevrolet Trucks,Silverado 3500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2023,Chevrolet Trucks,Suburban,5.3,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Suburban,6.2,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Suburban,Diesel 3.0,0W-20,7 qts. with filter
2023,Chevrolet Trucks,Tahoe,5.3,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Tahoe,6.2,0W-20,8 qts. with filter
2023,Chevrolet Trucks,Tahoe,Diesel 3.0,0W-20,7 qts. with filter
2023,Chevrolet Trucks,Trailblazer,Turbo 1.2,5W-30,4.2 qts. with filter
2023,Chevrolet Trucks,Trailblazer,Turbo 1.3,0W-20,4.8 qts. with filter
2023,Chevrolet Trucks,Traverse,3.6,5W-30,6 qts. with filter
2023,Chrysler,300,3.6,5W-20,5.9 qts. with filter
2023,Chrysler,300,5.7,0W-20,7 qts. with filter
2023,Chrysler,300,6.4,0W-40,7 qts. with filter
2023,Chrysler,Pacifica,3.6,0W-20,5 qts. with filter
2023,Chrysler,Voyager,3.6,0W-20,5 qts. with filter
2023,Dodge,Challenger,3.6,5W-20,5.9 qts. with filter
2023,Dodge,Challenger,5.7,0W-20,7 qts. with filter
2023,Dodge,Challenger,6.2,0W-40,7 qts. with filter
2023,Dodge,Challenger,6.4,0W-40,7 qts. with filter
2023,Dodge,Charger,3.6,5W-20,5.9 qts. with filter
2023,Dodge,Charger,5.7,0W-20,7 qts. with filter
2023,Dodge,Charger,6.2,0W-40,7 qts. with filter
2023,Dodge,Charger,6.4,0W-40,7 qts. with filter
2023,Dodge Trucks,Durango,3.6,0W-20,5.9 qts. with filter
2023,Dodge Trucks,Durango,5.7,0W-20,7 qts. with filter
2023,Dodge Trucks,Durango,6.2,0W-40,8.2 qts. with filter
2023,Dodge Trucks,Durango,6.4,0W-40,7 qts. with filter
2023,Dodge Trucks,Hornet,Turbo 2.0,5W-30,5.5 qts. with filter
2023,Fiat,500X,Turbo 1.3,0W-30,4.8 qts. with filter
2023,Ford,Edge,Turbo 2.0,5W-30,5.5 qts. with filter
2023,Ford,Edge,Turbo 2.7,5W-30,6 qts. with filter
2023,Ford,Mustang,5.0,5W-30,10 qts. with filter
2023,Ford,Mustang,5.2,5W-50,11.5 qts. with filter
2023,Ford,Mustang,Turbo 2.3,5W-30,6 qts. with filter
2023,Ford Trucks,Bronco,Turbo 2.3,5W-30,6 qts. with filter
2023,Ford Trucks,Bronco,Turbo 2.7,5W-30,6 qts. with filter
2023,Ford Trucks,Bronco,Turbo 3.0,5W-30,7.5 qts. with filter
2023,Ford Trucks,Bronco Sport,Turbo 1.5,5W-20,6.7 qts. with filter
2023,Ford Trucks,Bronco Sport,Turbo 2.0,5W-30,5.5 qts. with filter
2023,Ford Trucks,E350,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,E450,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,Escape,2.5,0W-20,5.7 qts. with filter
2023,Ford Trucks,Escape,Turbo 1.5,0W-20,5 qts. with filter
2023,Ford Trucks,Escape,Turbo 2.0,0W-30,6.1 qts. with filter
2023,Ford Trucks,Expedition,Turbo 3.5,5W-30,6 qts. with filter
2023,Ford Trucks,Explorer,3.3,5W-20,6 qts. with filter
2023,Ford Trucks,Explorer,Turbo 2.3,5W-30,5.2 qts. with filter
2023,Ford Trucks,Explorer,Turbo 3.0,5W-30,6 qts. with filter
2023,Ford Trucks,F150,3.3,5W-20,6 qts. with filter
2023,Ford Trucks,F150,5.0,5W-30,7.7 qts. with filter
2023,Ford Trucks,F150,5.2,5W-50,11.5 qts. with filter
2023,Ford Trucks,F150,Diesel 3.0,5W-30 Synthetic Formulated for Diesels,6.6 qts. with filter
2023,Ford Trucks,F150,Turbo 2.7,5W-30,6 qts. with filter
2023,Ford Trucks,F150,Turbo 3.5,5W-30,6 qts. with filter
2023,Ford Trucks,F250,6.2,5W-30,7 qts. with filter
2023,Ford Trucks,F250,6.8,5W-30,8 qts. with filter
2023,Ford Trucks,F250,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,F250,Diesel 6.7,10W-30 for Diesel Engines,15 qts. with filter
2023,Ford Trucks,F350,6.2,5W-30,7 qts. with filter
2023,Ford Trucks,F350,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,F350,Diesel 6.7,10W-30 for Diesel Engines,15 qts. with filter
2023,Ford Trucks,F450,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,F450,Diesel 6.7,10W-30 for Diesel Engines,15 qts. with filter
2023,Ford Trucks,F550,7.3,5W-30,8 qts. with filter
2023,Ford Trucks,F550,Diesel 6.7,10W-30 for Diesel Engines,15 qts. with filter
2023,Ford Trucks,Maverick,2.5,0W-20,5.7 qts. with filter
2023,Ford Trucks,Maverick,Turbo 2.0,5W-30,5.5 qts. with filter
2023,Ford Trucks,Police Interceptor Utility,3.3,5W-20,6 qts. with filter
2023,Ford Trucks,Police Interceptor Utility,Turbo 3.0,5W-30,6 qts. with filter
2023,Ford Trucks,Ranger,Turbo 2.3,5W-30,6.2 qts. with filter
2023,Ford Trucks,Transit Connect,2.0,5W-20,4.9 qts. with filter
2023,Ford Trucks,Transit-150,3.5,5W-30,12 qts. with filter
2023,Ford Trucks,Transit-150,Turbo 3.5,5W-30,6 qts. with filter
2023,Ford Trucks,Transit-250,3.5,5W-30,12 qts. with filter
2023,Ford Trucks,Transit-250,Turbo 3.5,5W-30,6 qts. with filter
2023,Ford Trucks,Transit-350,3.5,5W-30,12 qts. with filter
2023,Ford Trucks,Transit-350,Turbo 3.5,5W-30,6 qts. with filter
2023,GMC Trucks,Acadia,3.6,5W-30,6 qts. with filter
2023,GMC Trucks,Acadia,Turbo 2.0,0W-20,5.3 qts. with filter
2023,GMC Trucks,Savana 2500,4.3,5W-30,6 qts. with filter
2023,GMC Trucks,Savana 2500,6.6,5W-30,8 qts. with filter
2023,GMC Trucks,Savana 3500,4.3,5W-30,6 qts. with filter
2023,GMC Trucks,Savana 3500,6.6,5W-30,8 qts. with filter
2023,GMC Trucks,Savana 4500,6.6,5W-30,8 qts. with filter
2023,GMC Trucks,Sierra 1500,5.3,0W-20,8 qts. with filter
2023,GMC Trucks,Sierra 1500,6.2,0W-20,8 qts. with filter
2023,GMC Trucks,Sierra 1500,Diesel 3.0,0W-20,7 qts. with filter
2023,GMC Trucks,Sierra 1500,Turbo 2.7,5W-30,6 qts. with filter
2023,GMC Trucks,Sierra 2500,6.6,5W-30,8 qts. with filter
2023,GMC Trucks,Sierra 2500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2023,GMC Trucks,Sierra 3500,6.6,5W-30,8 qts. with filter
2023,GMC Trucks,Sierra 3500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2023,GMC Trucks,Terrain,Turbo 1.5,0W-20,All Wheel Drive 5.3 qts. Front Wheel Drive 4.2 qts. with filter
2023,GMC Trucks,Yukon,5.3,0W-20,8 qts. with filter
2023,GMC Trucks,Yukon,6.2,0W-20,8 qts. with filter
2023,GMC Trucks,Yukon,Diesel 3.0,0W-20,7 qts. with filter
2023,Genesis,G70,Turbo 2.0,0W-30,6 qts. with filter
2023,Genesis,G70,Turbo 3.3,5W-30,7.3 qts. with filter
2023,Genesis,G80,Turbo 2.5,0W-30,6.6 qts. with filter
2023,Genesis,G80,Turbo 3.5,0W-30,7.4 qts. with filter
2023,Genesis,G90,Turbo 3.5,0W-30,7.4 qts. with filter
2023,Genesis,GV70,Turbo 2.5,0W-30,6.6 qts. with filter
2023,Genesis,GV70,Turbo 3.5,0W-30,7.4 qts. with filter
2023,Genesis,GV80,Turbo 2.5,0W-30,6.6 qts. with filter
2023,Genesis,GV80,Turbo 3.5,0W-30,7.4 qts. with filter
2023,Honda,Accord,2.0,0W-20,4.2 qts. with filter
2023,Honda,Accord,Turbo 1.5,0W-20,3.7 qts. with filter
2023,Honda,CR-V,2.0,0W-20,4.2 qts. with filter
2023,Honda,CR-V,Turbo 1.5,0W-20,3.7 qts. with filter
2023,Honda,Civic,2,0W-20,4.4 qts. with filter
2023,Honda,Civic,2.0,0W-20,4.4 qts. with filter
2023,Honda,Civic,Turbo 1.5,0W-20,3.7 qts. with filter
2023,Honda,Civic,Turbo 2.0,0W-20,With Auto Idle Stop 4.4 qts. or Without Auto Idle Stop 5.7 qts. with filter
2023,Honda,HR-V,2.0,0W-20,4.4 qts. with filter
2023,Honda,Insight,1.5,0W-20,3.5 qts. with filter
2023,Honda,Odyssey,3.5,0W-20,5.7 qts. with filter
2023,Honda,Passport,3.5,0W-20,5.7 qts. with filter
2023,Honda,Pilot,3.5,0W-20,5.8 qts. with filter
2023,Honda,Ridgeline,3.5,0W-20,5.7 qts. with filter
2023,Hyundai,Elantra,1.6,0W-20,4 qts. with filter
2023,Hyundai,Elantra,2.0,0W-20,4.5 qts. with filter
2023,Hyundai,Elantra,Turbo 1.6,0W-20,5.1 qts. with filter
2023,Hyundai,Elantra N,Turbo 2.0,0W-30,5.5 qts. with filter
2023,Hyundai,Kona,2.0,0W-20,4.5 qts. with filter
2023,Hyundai,Kona,Turbo 1.6,0W-20,5.1 qts. with filter
2023,Hyundai,Kona N,Turbo 2.0,0W-30,5.5 qts. with filter
2023,Hyundai,Palisade,3.8,5W-30,6.9 qts. with filter
2023,Hyundai,Santa Cruz,2.5,0W-20,6.1 qts. with filter
2023,Hyundai,Santa Cruz,Turbo 2.5,0W-30,6.1 qts. with filter
2023,Hyundai,Santa Fe,2.5,0W-20,6.1 qts. with filter
2023,Hyundai,Santa Fe,Turbo 1.6,0W-30,5.1 qts. with filter
2023,Hyundai,Santa Fe,Turbo 2.5,0W-30,6.1 qts. with filter
2023,Hyundai,Sonata,2.0,0W-16,4.5 qts. with filter
2023,Hyundai,Sonata,2.5,0W-20,6.1 qts. with filter
2023,Hyundai,Sonata,Turbo 1.6,0W-20,4.4 qts. with filter
2023,Hyundai,Sonata,Turbo 2.5,0W-30,6.1 qts. with filter
2023,Hyundai,Tucson,2.5,0W-20,6.1 qts. with filter
2023,Hyundai,Tucson,Turbo 1.6,0W-20,5.1 qts. with filter
2023,Hyundai,Venue,1.6,0W-20,4 qts. with filter
2023,Infiniti,Q50,Turbo 3.0,0W-20,All Wheel Drive 6.2 or Rear Wheel Drive 5.6 qts. with filter
2023,Infiniti,QX50,Turbo 2.0,0W-20,5 qts. with filter
2023,Infiniti,QX55,Turbo 2.0,0W-20,5 qts. with filter
2023,Infiniti,QX60,3.5,0W-20,5.1 qts. with filter
2023,Infiniti,QX80,5.6,0W-20,6.9 qts. with filter
2023,Jaguar,E-Pace,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Jaguar,F-Pace,5.0,0W-20,6.9 qts. with filter
2023,Jaguar,F-Pace,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Jaguar,F-Pace,Turbo 3.0,0W-20,9.5 qts. with filter
2023,Jaguar,F-Type,5.0,0W-20,All Wheel Drive 6.9 qts. Rear Wheel Drive 7.7 qts. with filter
2023,Jaguar,XF,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Jeep,Cherokee,2.4,0W-20,5.5 qts. with filter
2023,Jeep,Cherokee,3.2,5W-20,5.9 qts. with filter
2023,Jeep,Cherokee,Turbo 2.0,5W-30,5 qts. with filter
2023,Jeep,Compass,2.0,5W-30,5.5 qts. with filter
2023,Jeep,Gladiator,3.6,0W-20,5 qts. with filter
2023,Jeep,Gladiator,Diesel 3.0,European Car Formula 5W-40 Synthetic,9 qts. with filter
2023,Jeep,Grand Cherokee,3.6,0W-20,5 qts. with filter
2023,Jeep,Grand Cherokee,5.7,0W-20,7 qts. with filter
2023,Jeep,Grand Cherokee,Turbo 2.0,5W-30,5 qts. with filter
2023,Jeep,Grand Cherokee L,3.6,0W-20,5 qts. with filter
2023,Jeep,Grand Cherokee L,5.7,0W-20,7 qts. with filter
2023,Jeep,Grand Cherokee WK,3.6,0W-20,5 qts. with filter
2023,Jeep,Grand Wagoneer,6.4,0W-40,7 qts. with filter
2023,Jeep,Grand Wagoneer,Turbo 3.0,0W-40,7.5 qts. with filter
2023,Jeep,Renegade,Turbo 1.3,0W-30,4.8 qts. with filter
2023,Jeep,Wagoneer,5.7,0W-20,7 qts. with filter
2023,Jeep,Wagoneer,Turbo 3.0,Standard Output SO OW-20 or High Output HO 0W-40,7.5 qts. with filter
2023,Jeep,Wrangler,3.6,0W-20,5 qts. with filter
2023,Jeep,Wrangler,6.4,0W-40,7.5 qts. with filter
2023,Jeep,Wrangler,Diesel 3.0,5W-40,9 qts. with filter
2023,Jeep,Wrangler,Turbo 2.0,5W-30 Full Synthetic,5 qts. with filter
2023,Kia,Carnival,3.5,0W-20,6.1 qts. with filter
2023,Kia,Forte,2.0,5W-20,4.2 qts. with filter
2023,Kia,Forte,Turbo 1.6,5W-30,4.2 qts. with filter
2023,Kia,K5,Turbo 1.6,0W-20,5.1 qts. with filter
2023,Kia,K5,Turbo 2.5,0W-30,6.1 qts. with filter
2023,Kia,Niro,1.6,0W-20,4 qts. with filter
2023,Kia,Rio,1.6,0W-20,4 qts. with filter
2023,Kia,Seltos,2.0,0W-20,4.2 qts. with filter
2023,Kia,Seltos,Turbo 1.6,5W-30,4.2 qts. with filter
2023,Kia,Sorento,2.5,0W-20,6.1 qts. with filter
2023,Kia,Sorento,Turbo 1.6,0W-20,5.1 qts. with filter
2023,Kia,Sorento,Turbo 2.5,0W-30,6.1 qts. with filter
2023,Kia,Soul,2.0,0W-20,4.2 qts. with filter
2023,Kia,Sportage,2.5,0W-20,6.1 qts. with filter
2023,Kia,Sportage,Turbo 1.6 Engine Code (G),0W-20,5.1 qts. with filter
2023,Kia,Sportage,Turbo 1.6 Engine Code (H),0W-16,5.1 qts. with filter
2023,Kia,Stinger,Turbo 2.5,0W-30,Two Wheel Drive 6.8 qts. Four Wheel Drive 6.3 qts. with filter
2023,Kia,Stinger,Turbo 3.3,5W-30,7.3 qts. with filter
2023,Kia,Telluride,3.8,5W-30,7.1 qts. with filter
2023,Land Rover,Defender,5.0,0W-20,8.5 qts. with filter
2023,Land Rover,Defender,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Defender,Turbo 3.0,0W-30,9.3 qts. with filter
2023,Land Rover,Discovery,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Discovery,Turbo 3.0,0W-20,9.3 qts. with filter
2023,Land Rover,Discovery Sport,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Range Rover,4.4,0W-30,11.6 qts. with filter
2023,Land Rover,Range Rover,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Range Rover,Turbo 3.0,0W-20,9.9 qts. with filter
2023,Land Rover,Range Rover Evoque,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Range Rover Sport,4.4,0W-30,11.6 qts. with filter
2023,Land Rover,Range Rover Sport,Turbo 3.0,0W-20,9.9 qts. with filter
2023,Land Rover,Range Rover Velar,Turbo 2.0,0W-20,7.4 qts. with filter
2023,Land Rover,Range Rover Velar,Turbo 3.0,0W-20,9.5 qts. with filter
2023,Lexus,ES250,2.5,0W-16,4.8 qts. with filter
2023,Lexus,ES300H,2.5,0W-16,4.8 qts. with filter
2023,Lexus,ES350,3.5,0W-20,5.7 qts. with filter
2023,Lexus,IS300,3.5,0W-20,All Wheel Drive 6.8 qts. Rear Wheel Drive 6 qts. with filter
2023,Lexus,IS300,Turbo 2.0,0W-20,4.9 qts. with filter
2023,Lexus,IS350,3.5,0W-20,All Wheel Drive 6.8 qts Rear Wheel Drive 6 qts. with filter
2023,Lexus,IS500,5.0,5W-30,9.1 qts. with filter
2023,Lexus,LC500,5.0,5W-30,9.1 qts. with filter
2023,Lexus,LC500H,3.5,0W-20,6 qts. with filter
2023,Lexus,LS500,Turbo 3.5,0W-20,All Wheel Drive 7.5 or Rear Wheel Drive 6.7 qts. with filter
