Year,Make,Model,Engine,Oil Type,Oil Capacity
2004,Chrysler,Town and Country,3.8,5W-30,5 qts. with filter
2004,Dodge,Caravan,2.4,5W-30,5 qts. with filter
2004,Dodge,Caravan,3.3,5W-30,5 qts. with filter
2004,Dodge,Grand Caravan,3.3,5W-30,5 qts. with filter
2004,Dodge,Grand Caravan,3.8,5W-30,5 qts. with filter
2004,Dodge,Intrepid,2.7,5W-30,5 qts. with filter
2004,Dodge,Intrepid,3.5,10W-30,5 qts. with filter
2004,Dodge,Neon,2.0,5W-30,4.5 qts. with filter
2004,Dodge,Neon,Turbo 2.4,10W-30,5 qts. with filter
2004,Dodge,Stratus,2.4,5W-30,5 qts. with filter
2004,Dodge,Stratus,2.7,5W-30,5 qts. with filter
2004,Dodge,Stratus Coupe 2 Door,2.4,5W-30,4.5 qts. with filter
2004,Dodge,Stratus Coupe 2 Door,3.0,5W-30,4.5 qts. with filter
2004,Dodge,Stratus Sedan 4 Door,2.4,5W-30,5 qts. with filter
2004,Dodge,Stratus Sedan 4 Door,2.7,5W-30,5 qts. with filter
2004,Dodge Trucks,Dakota,3.7,5W-30,5 qts. with filter
2004,Dodge Trucks,Dakota,4.7,5W-30,6 qts. with filter
2004,Dodge Trucks,Durango,3.7,5W-30,5 qts. with filter
2004,Dodge Trucks,Durango,4.7,5W-30,5.9 qts. with filter
2004,Dodge Trucks,Durango,5.7,5W-30,7 qts. with filter
2004,Dodge Trucks,Ram 1500,3.7,5W-30,5 qts. with filter
2004,Dodge Trucks,Ram 1500,4.7,5W-30,6 qts. with filter
2004,Dodge Trucks,Ram 1500,5.7,5W-30,7 qts. with filter
2004,Dodge Trucks,Ram 1500,8.3,0W-40,8.7 qts. with filter
2004,Dodge Trucks,Ram 2500,5.7,5W-30,7 qts. with filter
2004,Dodge Trucks,Ram 2500,Diesel 5.9,5W-40 or 15W-40,12 qts. with filter
2004,Dodge Trucks,Ram 3500,5.7,5W-30,7 qts. with filter
2004,Dodge Trucks,Ram 3500,Diesel 5.9,5W-40 or 15W-40,12 qts. with filter
2004,Dodge Trucks,Sprinter 2500,Diesel 2.7,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2004,Dodge Trucks,Sprinter 3500,Diesel 2.7,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2004,Ford,Crown Victoria,4.6,5W-20,6 qts. with filter
2004,Ford,Escape,3.0,5W-20,5.5 qts. with filter
2004,Ford,Focus,2.3,5W-20,4.5 qts. with filter
2004,Ford,Focus,Eigth Digit of Vin(3) 2.0,5W-20,4.5 qts. with filter
2004,Ford,Focus,Eigth Digit of Vin(5) 2.0,5W-30,4.5 qts. with filter
2004,Ford,Focus,Eigth Letter of Vin(P) 2.0,5W-20,4 qts. with filter
2004,Ford,Freestar,3.9,5W-20,5 qts. with filter
2004,Ford,Freestar,4.2,5W-20,5 qts. with filter
2004,Ford,Mustang,3.8,5W-20,5 qts. with filter
2004,Ford,Mustang,3.9,5W-20,5 qts. with filter
2004,Ford,Mustang,4.6,5W-20,6 qts. with filter
2004,Ford,Taurus,Eighth Letter of Vin(S) 3.0,5W-20,6 qts. with filter
2004,Ford,Taurus,Eigth Letter(U) or Digit(2) 3.0,5W-20,4.5 qts. with filter
2004,Ford,Thunderbird,3.9,5W-20,6.6 qts. with filter
2004,Ford Trucks,E150,4.6,5W-20,6 qts. with filter
2004,Ford Trucks,E150,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,E250,4.6,5W-20,6 qts. with filter
2004,Ford Trucks,E250,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,E350,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,E350,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,E350,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,E450,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,E450,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,E450,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,Escape,2.0,5W-20,4.5 qts. with filter
2004,Ford Trucks,Escape,3.0,5W-20,5.5 qts. with filter
2004,Ford Trucks,Excursion,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,Excursion,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,Excursion,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,Expedition,4.6,5W-20,6 qts. with filter
2004,Ford Trucks,Expedition,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,Explorer,4.0,5W-30,5 qts. with filter
2004,Ford Trucks,Explorer,4.6,5W-20,6 qts. with filter
2004,Ford Trucks,Explorer Sport Trac,4.0,5W-30,5 qts. with filter
2004,Ford Trucks,F150,4.2,5W-20,6 qts. with filter
2004,Ford Trucks,F150,4.6,5W-20,6 qts. with filter
2004,Ford Trucks,F150,5.4,5W-20,6 or 7 With Engine Code (5) qts. with filter
2004,Ford Trucks,F250,5.4,5W-20,6 qts. with filter
2004,Ford Trucks,F250,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,F250,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,F350,5.4,5W-20,7 qts. with filter
2004,Ford Trucks,F350,6.8,5W-20,7 qts. with filter
2004,Ford Trucks,F350,Diesel 6.0,5W-40 or 15W-140,15 qts. with filter
2004,Ford Trucks,F450,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,F450,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,F550,6.8,5W-20,6 qts. with filter
2004,Ford Trucks,F550,Diesel 6.0,5W-40 or 15W-40,15 qts. with filter
2004,Ford Trucks,Ranger,2.3,5W-20,4 qts. with filter
2004,Ford Trucks,Ranger,3.0,5W-20,4.5 qts. with filter
2004,Ford Trucks,Ranger,4.0,5W-30,5 qts. with filter
2004,GMC Trucks,Canyon,2.8,5W-30,5 qts. with filter
2004,GMC Trucks,Canyon,3.5,5W-30,5.9 qts. with filter
2004,GMC Trucks,Envoy,4.2,5W-30,7 qts. with filter
2004,GMC Trucks,Envoy,5.3,5W-30,6 qts. with filter
2004,GMC Trucks,Jimmy,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Safari,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Savana 1500,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Savana 1500,5.3,5W-30,6 qts. with filter
2004,GMC Trucks,Savana 2500,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Savana 2500,4.8,5W-30,6 qts. with filter
2004,GMC Trucks,Savana 2500,5.3,5W-30,6 qts. with filter
2004,GMC Trucks,Savana 2500,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Savana 3500,4.8,5W-30,6 qts. with filter
2004,GMC Trucks,Savana 3500,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 1500,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Sierra 1500,4.8,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 1500,5.3,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 1500,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 2500,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 2500,8.1,5W-30,6.4 qts. with filter
2004,GMC Trucks,Sierra 2500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2004,GMC Trucks,Sierra 3500,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Sierra 3500,8.1,5W-30,6.4 qts. with filter
2004,GMC Trucks,Sierra 3500,Diesel 6.6,5W-40 or 15W-40,10 qts. with filter
2004,GMC Trucks,Sonoma,4.3,5W-30,4.5 qts. with filter
2004,GMC Trucks,Yukon,4.8,5W-30,6 qts. with filter
2004,GMC Trucks,Yukon,5.3,5W-30,6 qts. with filter
2004,GMC Trucks,Yukon,6.0,5W-30,6 qts. with filter
2004,GMC Trucks,Yukon,8.1,5W-30,6.4 qts. with filter
2004,Honda,Accord,2.4,5W-20,4.4 qts. with filter
2004,Honda,Accord,3.0,5W-20,4.5 qts. with filter
2004,Honda,CR-V,2.4,5W-20,4.4 qts. with filter
2004,Honda,Civic,1.3,0W-20,3.4 qts. with filter
2004,Honda,Civic,2.0,5W-20,4.4 qts. with filter
2004,Honda,Civic,Engine Code D17A1 1.7,5W-20,3.4 qts. with filter
2004,Honda,Civic,Engine Code D17A2 1.7,5W-20,3.7 qts. with filter
2004,Honda,Civic,Engine Code D17A6 1.7,5W-20,3.7 qts. with filter
2004,Honda,Civic,Engine Code D17A7 1.7,5W-20,3.4 qts. with filter
2004,Honda,Element,2.4,5W-20,4.4 qts. with filter
2004,Honda,Insight,1.0,0W-20,2.6 qts. with filter
2004,Honda,Odyssey,3.5,5W-20,4.5 qts. with filter
2004,Honda,Pilot,3.5,5W-20,5 qts. with filter
2004,Honda,S2000,2.2,10W-30,5 qts. with filter
2004,Hummer,H2,6.0,5W-30,6 qts. with filter
2004,Hyundai,Accent,1.6,10W-30,3.5 qts. with filter
2004,Hyundai,Elantra,2.0,10W-30,4 qts. with filter
2004,Hyundai,Santa Fe,2.4,10W-30,4.5 qts. with filter
2004,Hyundai,Santa Fe,2.7,10W-30,4.8 qts. with filter
2004,Hyundai,Santa Fe,3.5,10W-30,4.5 qts. with filter
2004,Hyundai,Sonata,2.4,10W-30,4.5 qts. with filter
2004,Hyundai,Sonata,2.7,10W-30,4.8 qts. with filter
2004,Hyundai,Tiburon,2.0,10W-30,4.2 qts. with filter
2004,Hyundai,Tiburon,2.7,10W-30,4.6 qts. with filter
2004,Hyundai,XG350,3.5,10W-30,4.5 qts. with filter
2004,Infiniti,FX35,3.5,5W-30,5 qts. with filter
2004,Infiniti,FX45,4.5,5W-30,6.8 qts. with filter
2004,Infiniti,G35,3.5,5W-30,5 qts. with filter
2004,Infiniti,I35,3.5,5W-30,4.2 qts. with filter
2004,Infiniti,M45,4.5,5W-30,5.9 qts. with filter
2004,Infiniti,Q45,4.5,5W-30,5.9 qts. with filter
2004,Infiniti,QX56,5.6,5W-30,6.6 qts. with filter
2004,Isuzu,Ascender,4.2,5W-30,7 qts. with filter
2004,Isuzu,Ascender,5.3,5W-30,6 qts. with filter
2004,Isuzu,Axiom,3.5,5W-30,5 qts. with filter
2004,Isuzu,Rodeo,3.2,5W-30,5 qts. with filter
2004,Isuzu,Rodeo,3.5,5W-30,5 qts. with filter
2004,Jaguar,S-Type,3.0,5W-30,6.9 qts. with filter
2004,Jaguar,S-Type,4.2,5W-30,6.3 qts. or Super Charged model 7.2 qts. with filter
2004,Jaguar,X-Type,2.5,5W-30,6 qts. with filter
2004,Jaguar,X-Type,3.0,5W-30,6 qts. with filter
2004,Jaguar,XJ8,4.2,5W-30,6.3 qts. with filter
2004,Jaguar,XJR,4.2,5W-30,6.3 qts. with filter
2004,Jaguar,XK8,4.2,5W-30,7.4 qts. with filter
2004,Jaguar,XKR,4.2,5W-30,7.4 qts. with filter
2004,Jeep,Grand Cherokee,4.0,10W-30,6 qts. with filter
2004,Jeep,Grand Cherokee,4.7,Eighth Letter of Vin(J) 10W-30 or Eigth Letter of Vin(N) 5W-30,6 qts. with filter
2004,Jeep,Liberty,2.4,5W-30,5 qts. with filter
2004,Jeep,Liberty,3.7,5W-30,5 qts. with filter
2004,Jeep,TJ,4.0,10W-30,6 qts. with filter
2004,Jeep,Wrangler,2.4,5W-30,4 qts. with filter
2004,Jeep,Wrangler,4.0,10W-30,6 qts. with filter
2004,Kia,Amanti,3.5,10W-30,4.5 qts. with filter
2004,Kia,Magentis,2.4,5W-30,4.5 qts. with filter
2004,Kia,Magentis,2.7,5W-30,5 qts. with filter
2004,Kia,Optima,2.4,10W-40,4.5 qts. with filter
2004,Kia,Optima,2.7,10W-40,5 qts. with filter
2004,Kia,Rio,1.6,10W-40,3.4 qts. with filter
2004,Kia,Rio Cinco,1.6,10W-40,3.4 qts. with filter
2004,Kia,Sedona,3.5,5W-30,4.5 qts. with filter
2004,Kia,Sorento,3.5,10W-40,4.6 qts. with filter
2004,Kia,Spectra,1.8,10W-40,4.2 qts. with filter
2004,Kia,Spectra,2.0,10W-40,4.2 qts. with filter
2004,Land Rover,Discovery,4.6,European Car Formula 5W-40 Synthetic,6 qts. with filter
2004,Land Rover,Freelander,2.5,European Car Formula 5W-40 Synthetic,5.5 qts. with filter
2004,Land Rover,Range Rover,4.4,5W-30,9 qts. with filter
2004,Lexus,ES330,3.3,5W-30,5 qts. with filter
2004,Lexus,GS300,3.0,5W-30,5.7 qts. with filter
2004,Lexus,GS430,4.3,5W-30,5.5 qts. with filter
2004,Lexus,GX470,4.7,5W-30,6.6 qts. with filter
2004,Lexus,IS300,3.0,5W-30,5.7 qts. with filter
2004,Lexus,IS300 Sportcross,3.0,5W-30,5.7 qts. with filter
2004,Lexus,LS430,4.3,5W-30,5.4 qts. with filter
2004,Lexus,LX470,4.7,5W-30,7.2 qts. with filter
2004,Lexus,RX330,3.3,5W-30,5 qts. with filter
2004,Lexus,SC430,4.3,5W-30,5.5 qts. with filter
2004,Lincoln,Aviator,4.6,5W-20,6 qts. with filter
2004,Lincoln,LS,3.0,5W-20,6.9 qts. with filter
2004,Lincoln,LS,3.9,5W-20,6.6 qts. with filter
2004,Lincoln,Navigator,5.4,5W-20,7 qts. with filter
2004,Lincoln,Town Car,4.6,5W-20,6 qts. with filter
2004,Mazda,B2300,2.3,5W-20,4 qts. with filter
2004,Mazda,B3000,3.0,5W-20,4.5 qts. with filter
2004,Mazda,B4000,4.0,5W-30,5 qts. with filter
2004,Mazda,MPV,3.0,5W-20,6 qts. with filter
2004,Mazda,Mazda 3,2.0,5W-20,4.5 qts. with filter
2004,Mazda,Mazda 3,2.3,5W-20,4.5 qts. with filter
2004,Mazda,Mazda 6,2.3,5W-20,4.5 qts. with filter
2004,Mazda,Mazda 6,3.0,5W-20,5.5 qts. with filter
2004,Mazda,Miata,1.8,5W-20,4 qts. with filter
2004,Mazda,Miata,Turbo 1.8,5W-20,4 qts. with filter
2004,Mazda,RX-8,1.3,5W-20,3.7 qts. with filter
2004,Mazda,Tribute,2.0,5W-20,4.5 qts. with filter
2004,Mazda,Tribute,3.0,5W-20,5.5 qts. with filter
2004,Mercedes Benz,C230,1.8,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2004,Mercedes Benz,C240,Engine Code 112.912 2.6,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,C240,Engine Code 112.916 2.6,European Car Formula 5W-40 or 0W-40 Synthetic,7.4 qts. with filter
2004,Mercedes Benz,C32 AMG,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,C320,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,With 4-Matic 7.4 qts or Without 4-Matic 7.9 qts. with filter
2004,Mercedes Benz,CL500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,CL55 AMG,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,CL600,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2004,Mercedes Benz,CLK320,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,CLK500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,CLK55 AMG,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2004,Mercedes Benz,E320,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,E500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,E55 AMG,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2004,Mercedes Benz,G500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,G55,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,ML350,3.7,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,ML500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,S430,4.3,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,S500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,S55 AMG,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,S600,Turbo 5.5,European Car Formula 5W-40 or 0W-40 Synthetic,9.5 qts. with filter
2004,Mercedes Benz,SL500,5.0,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,SL55,5.5,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2004,Mercedes Benz,SL600,Turbo 5.5,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercedes Benz,SLK230,2.3,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2004,Mercedes Benz,SLK32 AMG,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Mercedes Benz,SLK320,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,8.5 qts. with filter
2004,Mercury,Grand Marquis,4.6,5W-20,6 qts. with filter
2004,Mercury,Marauder,4.6,5W-20,6 qts. with filter
2004,Mercury,Monterey,4.2,5W-20,5 qts. with filter
2004,Mercury,Mountaineer,4.0,5W-30,5 qts. with filter
2004,Mercury,Mountaineer,4.6,5W-20,6 qts. with filter
2004,Mercury,Sable,Engine Code (S) 3.0,5W-20,6 qts. with filter
2004,Mercury,Sable,Engine Code(2) or (U) 3.0,5W-20,4.5 qts. with filter
2004,Mini,Cooper,Engine Code (W10) 1.6,European Car Formula 5W-40 or 0W-40 Synthetic,4.8 qts. with filter
2004,Mini,Cooper,Engine Code (W11) 1.6,European Car Formula 5W-40 or 0W-40 Synthetic,5 qts. with filter
2004,Mitsubishi,Diamante,3.5,5W-30,4.5 qts. with filter
2004,Mitsubishi,Eclipse,2.4,5W-30,4.5 qts. with filter
2004,Mitsubishi,Eclipse,3.0,5W-30,4.5 qts. with filter
2004,Mitsubishi,Endeavor,3.8,5W-20,4.5 qts. with filter
2004,Mitsubishi,Galant,2.4,5W-30,4.5 qts. with filter
2004,Mitsubishi,Galant,3.8,5W-30,4.5 qts. with filter
2004,Mitsubishi,Lancer,2.0,5W-30,4 qts. with filter
2004,Mitsubishi,Lancer,2.4,5W-20,4.5 qts. with filter
2004,Mitsubishi,Lancer,Turbo 2.0,5W-30,5.4 qts. with filter
2004,Mitsubishi,Montero,3.8,5W-20,5.2 qts. with filter
2004,Mitsubishi,Montero Sport,3.5,5W-20,4.9 qts. with filter
2004,Mitsubishi,Outlander,2.4,5W-30,4.5 qts. with filter
2004,Nissan,350Z,3.5,5W-30,5 qts. with filter
2004,Nissan,Altima,2.5,5W-30,4.4 qts. with filter
2004,Nissan,Altima,3.5,5W-30,4.4 qts. with filter
2004,Nissan,Armada,5.6,5W-30,6.6 qts. with filter
2004,Nissan,Frontier,2.4,5W-30,3.7 qts. with filter
2004,Nissan,Frontier,3.3,5W-30,3.5 qts. with filter
2004,Nissan,Maxima,3.5,5W-30,4.4 qts. with filter
2004,Nissan,Murano,3.5,5W-30,4.2 qts. with filter
2004,Nissan,Pathfinder,3.5,5W-30,5.3 qts. with filter
2004,Nissan,Quest,3.5,5W-30,4.2 qts. with filter
2004,Nissan,Sentra,1.8,5W-30,2.9 qts. with filter
2004,Nissan,Sentra,2.5,5W-30,4.2 qts. with filter
2004,Nissan,Titan,5.6,5W-30,6.6 qts. with filter
2004,Nissan,Xterra,2.4,5W-30,3.7 qts. with filter
2004,Nissan,Xterra,3.3,5W-30,3.5 qts. with filter
2004,Oldsmobile,Alero,2.2,5W-30,5 qts. with filter
2004,Oldsmobile,Alero,3.4,5W-30,4 qts. with filter
2004,Oldsmobile,Bravada,4.2,5W-30,7 qts. with filter
2004,Oldsmobile,Silhouette,3.4,5W-30,4 qts. with filter
2004,Pontiac,Aztek,3.4,5W-30,4.5 qts. with filter
2004,Pontiac,Bonneville,3.8,5W-30,4.5 qts. with filter
2004,Pontiac,Bonneville,4.6,5W-30,7.5 qts. with filter
2004,Pontiac,GTO,5.7,5W-30,6.6 qts. with filter
2004,Pontiac,Grand Am,2.2,5W-30,5 qts. with filter
2004,Pontiac,Grand Am,3.4,5W-30,4.5 qts. with filter
2004,Pontiac,Grand Prix,3.8,5W-30,4.5 qts. with filter
2004,Pontiac,Montana,3.4,5W-30,4 qts. with filter
2004,Pontiac,Sunfire,2.2,5W-30,5 qts. with filter
2004,Pontiac,Vibe,Engine Code (8) 1.8,5W-30,3.9 qts. with filter
2004,Pontiac,Vibe,Engine Code (L) 1.8,5W-30,4.6 qts. with filter
2004,Porsche,911,3.6,European Car Formula 5W-40 or 0W-40 Synthetic,Carrera engine 8.7 qts or GT3 engine 9.2 qts. with filter
2004,Porsche,911,Turbo 3.6,European Car Formula 5W-40 or 0W-40 Synthetic,9.2 qts. with filter
2004,Porsche,Boxster,2.7,European Car Formula 5W-40 or 0W-40 Synthetic,8.7 qts. with filter
2004,Porsche,Boxster,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,8.7 qts. with filter
2004,Porsche,Cayenne,3.2,European Car Formula 5W-30 Synthetic,6.7 qts. with filter
2004,Porsche,Cayenne,4.5,European Car Formula 5W-40 or 0W-40 Synthetic,9.2 qts. with filter
2004,Porsche,Cayenne,Turbo 4.5,European Car Formula 5W-40 or 0W-40 Synthetic,9.2 qts. with filter
2004,Saab,9-3,Turbo 2.0,0W-30,6.3 qts. with filter
2004,Saab,9-5,Turbo 2.3,0W-30,4.2 qts. with filter
2004,Saturn,Ion,2.0,5W-30,6 qts. with filter
2004,Saturn,Ion,2.2,5W-30,5 qts. with filter
2004,Saturn,L300,2.2,5W-30,5 qts. with filter
2004,Saturn,L300,3.0,5W-30,5 qts. with filter
2004,Saturn,Vue,2.2,5W-30,5 qts. with filter
2004,Saturn,Vue,3.5,5W-20,4.5 qts. with filter
2004,Scion,xA,1.5,5W-30,3.9 qts. with filter
2004,Scion,xB,1.5,5W-30,3.9 qts. with filter
2004,Subaru,Baja,2.5,5W-30,4.2 qts. with filter
2004,Subaru,Baja,Turbo 2.5,5W-30,4.2 qts. with filter
2004,Subaru,Forester,2.5,5W-30,4.2 qts. with filter
2004,Subaru,Forester,Turbo 2.5,5W-30,4.2 qts. with filter
2004,Subaru,Impreza,2.5,5W-30,4.2 qts. with filter
2004,Subaru,Impreza,Turbo 2.0,5W-30,4.8 qts. with filter
2004,Subaru,Impreza,Turbo 2.5,5W-30,4.8 qts. with filter
2004,Subaru,Legacy,Engine Code EJ251 or EJ253 2.5,5W-30,4.4 qts. with filter
2004,Subaru,Legacy,Engine Code EJ259 2.5,5W-30,4.2 qts. with filter
2004,Subaru,Outback,2.5,5W-30,4.2 qts. with filter
2004,Subaru,Outback,3.0,5W-30,5.6 qts. with filter
2004,Suzuki,Aerio,2.3,5W-30,5 qts. with filter
2004,Suzuki,Forenza,2.0,5W-30,4.2 qts. with filter
2004,Suzuki,Grand Vitara,2.5,5W-30,5.8 qts. with filter
2004,Suzuki,Verona,2.5,5W-30,6.8 qts. with filter
2004,Suzuki,Vitara,2.5,5W-30,4.8 qts. with filter
2004,Suzuki,XL7,2.7,5W-30,5.8 qts. with filter
2004,Toyota,4Runner,4.0,5W-30,5.5 qts. with filter
2004,Toyota,4Runner,4.7,5W-30,6.6 qts. with filter
2004,Toyota,Avalon,3.0,5W-30,5 qts. with filter
2004,Toyota,Camry,2.4,5W-30,4 qts. with filter
2004,Toyota,Camry,3.0,5W-30,5 qts. with filter
2004,Toyota,Camry,3.3,5W-30,5 qts. with filter
2004,Toyota,Celica,Engine Code 1ZZ-FE 1.8,5W-30,4.4 qts. with filter
2004,Toyota,Celica,Engine Code 2ZZ-GE 1.8,5W-30,4.6 qts. with filter
2004,Toyota,Corolla,1.8,5W-30,4.4 qts. with filter
2004,Toyota,Echo,1.5,5W-30,3.9 qts. with filter
2004,Toyota,Highlander,2.4,5W-30,4 qts. with filter
2004,Toyota,Highlander,3.3,5W-30,5 qts. with filter
2004,Toyota,Land Cruiser,4.7,5W-30,7.2 qts. with filter
2004,Toyota,MR2,1.8,5W-30,3.9 qts. with filter
2004,Toyota,Matrix,Engine Code (R) 1ZZ-FE 1.8,5W-30,4.4 qts. with filter
2004,Toyota,Matrix,Engine Code 2ZZ-GE 1.8,5W-30,4.6 qts. with filter
2004,Toyota,Prius,1.5,5W-30,3.9 qts. with filter
2004,Toyota,Rav4,2.4,5W-30,4 qts. with filter
2004,Toyota,Sequoia,4.7,5W-30,6.6 qts. with filter
2004,Toyota,Sienna,3.3,5W-30,5 qts. with filter
2004,Toyota,Solara,2.4,5W-30,4 qts. with filter
2004,Toyota,Solara,3.3,5W-30,5 qts. with filter
2004,Toyota,Tacoma,2.4,5W-30,5.8 qts. with filter
2004,Toyota,Tacoma,2.7,5W-30,5.7 qts. with filter
2004,Toyota,Tacoma,3.4,5W-30,4 Wheel Drive 5.5 qts. Rear Wheel Drive 5.7 qts. with filter
2004,Toyota,Tundra,3.4,5W-30,5.5 qts. with filter
2004,Toyota,Tundra,4.7,5W-30,6.6 qts. with filter
2004,Volkswagen,Beetle,2.0,European Car Formula 5W-40 or 0W-40 Synthetic,4.4 qts. with filter
2004,Volkswagen,Beetle,Diesel 1.9,European Car Formula 5W-40 Synthetic,4.8 qts. with filter
2004,Volkswagen,Beetle,Turbo 1.8,European Car Formula 5W-40 or 0W-40 Synthetic,4.4 qts. with filter
2004,Volkswagen,GTI,2.8,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2004,Volkswagen,GTI,Turbo 1.8,European Car Formula 5W-40 or 0W-40 Synthetic,4.8 qts. with filter
2004,Volkswagen,Golf,2.0,European Car Formula 5W-40 or 0W-40 Synthetic,4.4 qts. with filter
2004,Volkswagen,Golf,Diesel 1.9,European Car Formula 5W-40 Synthetic,4.8 qts. with filter
2004,Volkswagen,Jetta,2.0,European Car Formula 5W-40 or 0W-40 Synthetic,4.4 qts. with filter
2004,Volkswagen,Jetta,2.8,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2004,Volkswagen,Jetta,Diesel 1.9,European Car Formula 5W-40 Synthetic,4.8 qts. with filter
2004,Volkswagen,Jetta,Turbo 1.8,European Car Formula 5W-40 or 0W-40 Synthetic,4.8 qts. with filter
2004,Volkswagen,Passat,2.8,European Car Formula 5W-40 or 0W-40 Synthetic,All Wheel Drive 5.3 qts. Front Wheel Drive 6.3 qts. with filter
2004,Volkswagen,Passat,4.0,European Car Formula 5W-40 or 0W-40 Synthetic,9 qts. with filter
2004,Volkswagen,Passat,Diesel 2.0,European Car Formula 5W-40 Synthetic,3.8 qts. with filter
2004,Volkswagen,Passat,Turbo 1.8,European Car Formula 5W-40 or 0W-40 Synthetic,4.2 qts. with filter
2004,Volkswagen,Phaeton,4.2,European Car Formula 5W-40 or 0W-40 Synthetic,7.9 qts. with filter
2004,Volkswagen,Phaeton,6.0,European Car Formula 5W-40 or 0W-40 Synthetic,12.5 qts. with filter
2004,Volkswagen,R32,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,5.8 qts. with filter
2004,Volkswagen,Touareg,3.2,European Car Formula 5W-40 or 0W-40 Synthetic,6.7 qts. with filter
